# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
59342       17   55020468   55094129     82       9  31071     -0.44035    2.7756e-16     -0.44035
8165        17   55127553   55208710    103      10  31498     -0.14626    2.7756e-16     -0.14626
124540      17   55298931   55772050    508      84  31414       2.4828    4.4409e-16       2.4828
101927581   17   55811846   55857713     88       9  31732        2.325    4.4409e-16        2.325
51649       17   55906287   55962433     35       6  31792      -1.2106    2.2204e-16      -1.2106
404093      17   55928604   56067684     33       6  31694      -1.3479    2.2204e-16      -1.3479
140735      17   56125780   56177618      2       1  31135     -0.19149    2.7756e-16     -0.19149
26689       17   56197515   56243447     41       5  31383     -0.17856    2.7756e-16     -0.17856
124538      17   56212017   56257940     55       8  31460     -0.66683    2.2204e-16     -0.66683
8288        17   56235089   56292535     56      10  29575      0.74319    2.2204e-16      0.74319
54903       17   56272797   56331966     45       5  31240       2.0305    4.4409e-16       2.0305
4025        17   56280787   56355879     57       6  31367       2.1087    4.4409e-16       2.1087
4353        17   56337217   56393296     56       6  29127       1.2222    2.2204e-16       1.2222
9256        17   56368588   56441152    104      13  30672      0.72631    2.2204e-16      0.72631
6827        17   56412536   56464599     56       8  31623      0.77241    2.2204e-16      0.77241
54894       17   56421037   56529931     92       9  31156      0.68106    2.2204e-16      0.68106
124535      17   56487528   56600759     70       6  31070      0.46195    2.7756e-16      0.46195
9110        17   56556893   56630271     60       5  31528      0.32993    2.7756e-16      0.32993
5414        17   56587611   56653179     66       6  31574      0.29003    2.7756e-16      0.29003
284083      17   56608948   56656733     50       5  31554       0.3019    2.7756e-16       0.3019
56155       17   56624038   56804416    199       9  31494      0.27389    2.7756e-16      0.27389
5889        17   56734934   56821703     84       6  31290      0.34131    2.7756e-16      0.34131
22843       17   56798230   57072540    209       9  30369      0.30558    2.7756e-16      0.30558
4591        17   57049999   57219266    131       8  31388      0.72347    2.2204e-16      0.72347
348235      17   57177308   57267800     73      10  31345      0.25045    2.7756e-16      0.25045
55771       17   57197860   57294070     82       9  31461     -0.10757    2.6368e-16     -0.10757
55181       17   57252371   57302611     65       5  31479     -0.19283    2.7756e-16     -0.19283
284161      17   57262828   57363331    132       7  31779     -0.27797    2.7756e-16     -0.27797
388403      17   57374053   57489095    178      18  31205    -0.019005    2.7062e-16    -0.019005
79665       17   57607886   57695713     46       4  31839     0.038575    2.7062e-16     0.038575
1213        17   57662050   57784317     32       3  31844     -0.74508    2.2204e-16     -0.74508
81671       17   57749553   57929610    145       8  31841      -1.2473    2.2204e-16      -1.2473
51651       17   57764667   57819856     38       4  31831     -0.78576    2.2204e-16     -0.78576
51174       17   57926840   58005306    101       7  31842     -0.51446    2.2204e-16     -0.51446
6198        17   57935407   58037787    120       8  31840     -0.57712    2.2204e-16     -0.57712
51136       17   58019723   58077117     27       5  31835      -1.1432    2.2204e-16      -1.1432
63897       17   58108790   58191292     88       4  31702      -1.0982    2.2204e-16      -1.0982
762         17   58192302   58246907     46       8  31015      -1.5628    2.2204e-16      -1.5628
84669       17   58244551   58504586    144       4  30784      0.27551    2.7756e-16      0.27551
124773      17   58463574   58518787     43       2  30792    -0.037365    2.7062e-16    -0.037365
10513       17   58510520   58638580     29       4  24232       0.2933    2.7756e-16       0.2933
8493        17   58642544   58753641     69       5  30822      0.26903    2.7756e-16      0.26903
54828       17   58720172   59480199    730      32  31580      0.64561    2.2204e-16      0.64561
101927855   17   59430108   59479966     38       6  31808      0.22477    2.7756e-16      0.22477
6909        17   59442257   59496827     74       9  31822      0.26731    2.7756e-16      0.26731
388407      17   59454112   59500641     80       9  31824      0.32918    2.7756e-16      0.32918
9496        17   59494134   59572471     95      18  31781       0.5859    2.2204e-16       0.5859
342538      17   59657794   59703563     69       7  31844       0.1341    2.7756e-16       0.1341
83990       17   59746547   59975920    173      15  31430       0.7519    2.2204e-16       0.7519
57508       17   59932728   60040377     60       5  31176     -0.44542    2.7756e-16     -0.44542
9969        17   60009966   60177643    124      10  31528      -1.2752    2.2204e-16      -1.2752
146779      17   60412579   60503840     84      15  31457     -0.97192    2.2204e-16     -0.97192
339175      17   60466246   60537454     52       2  30949     -0.07226    2.6368e-16     -0.07226
11011       17   60519447   60702842     65       9  29610     -0.28564    2.7756e-16     -0.28564
9902        17   60669762   60780962     74      12  30029     0.074164    2.6368e-16     0.074164
162333      17   60768675   60920705    166      15  31445      0.50652    2.2204e-16      0.50652
26115       17   61008913   61515067    285       6  31023      0.57492    2.2204e-16      0.57492
1534        17   61499665   61558724     41       6  32511        2.909    4.4409e-16        2.909
1636        17   61519422   61585741     77       9  31769       2.7554    4.4409e-16       2.7554
81033       17   61565695   61636338     88       8  31245     0.031174    2.7062e-16     0.031174
10238       17   61592796   61681641     56       6  31405      -1.2542    2.2204e-16      -1.2542
51204       17   61643231   61695725     12       3  31362      -0.6294    2.2204e-16      -0.6294
4215        17   61664404   61783670     76       3  31782      0.18141    2.7756e-16      0.18141
80774       17   61763249   61813527     65       4  31651     -0.22674    2.7756e-16     -0.22674
92335       17   61770192   61854330    122       5  31490     -0.25111    2.7756e-16     -0.25111
57003       17   61812610   61886088    115       5  31447     -0.21401    2.7756e-16     -0.21401
11325       17   61816549   61906677    139       5  31514     -0.24724    2.7756e-16     -0.24724
5705        17   61869770   61919387     64       3  31805     -0.34518    2.7756e-16     -0.34518
117246      17   61886793   61940031     95       3  31817      -0.3013    2.7756e-16      -0.3013
6603        17   61899441   61955699    114       4  31822     -0.33674    2.7756e-16     -0.33674
1443        17   61939372   61986089     83       4  31690     -0.64627    2.2204e-16     -0.64627
2689        17   61947572   61995039     78       4  31680      -1.0044    2.2204e-16      -1.0044
1442        17   61962268   62009027     74       5  31601      -1.5035    2.2204e-16      -1.5035
1444        17   61976965   62023688     68       4  31768      -1.9854    2.2204e-16      -1.9854
2688        17   61984560   62031206     70       6  31701      -2.2769    4.4409e-16      -2.2769
974         17   61996098   62044710     80       8  31616      -1.3721    2.2204e-16      -1.3721
6329        17   62005914   62101876     89      12  31692      -1.5818    2.2204e-16      -1.5818
92340       17   62040711   62091645     31       6  31759     -0.47722    2.7756e-16     -0.47722
3384        17   62069955   62132994     11       2  31126      -1.0205    2.2204e-16      -1.0205
2081        17   62106502   62242502     68       6  31170      -1.0137    2.2204e-16      -1.0137
55852       17   62214795   62375653    117       7  31053      0.54931    2.2204e-16      0.54931
5175        17   62386775   62439856     28       1  31804      -0.9894    2.2204e-16      -0.9894
11232       17   62463902   62528184     64       1  31690     0.049174    2.7062e-16     0.049174
90799       17   62467878   62544069     72       1  31694     0.037802    2.7062e-16     0.037802
1655        17   62484374   62538042     55       1  31716    -0.066851    2.6368e-16    -0.066851
64750       17   62528400   62693386    119       1  31618     -0.72281    2.2204e-16     -0.72281
10672       17   62995407   63087920     52       6  31575     -0.46882    2.7756e-16     -0.46882
8787        17   63098456   63233821    188      18  31070      0.81373    2.2204e-16      0.81373
8313        17   63514681   63592740     85      13  31588       1.1079    2.2204e-16       1.1079
201134      17   63621658   64223212    621      47  31321     -0.35898    2.7756e-16     -0.35898
350         17   64198147   64260556    124      13  31484      0.70875    2.2204e-16      0.70875
5578        17   64263760   64816862   1160      85  31587      -0.6941    2.2204e-16      -0.6941
27091       17   64796235   64891941    209      37  31690     -0.37634    2.7756e-16     -0.37634
27092       17   64925980   65039518    229      27  31448     -0.34706    2.7756e-16     -0.34706
786         17   65005652   65062913     72      15  31514      0.69911    2.2204e-16      0.69911
9931        17   65056554   65276349    132       5  31519       1.4672    2.2204e-16       1.4672
101928021   17   65219815   65278185     43       3  31725      0.88383    2.2204e-16      0.88383
5718        17   65326619   65397721     85      10  31093    -0.069582    2.6368e-16    -0.069582
26207       17   65338397   65703379    527      79  30970       1.9891    2.2204e-16       1.9891
25926       17   65678949   65750319    153      12  31758     0.028541    2.7062e-16     0.028541
2186        17   65786644   65990494    244       8  31839       2.2323    4.4409e-16       2.2323
284018      17   65977217   66024765     43       4  31844        1.415    2.2204e-16        1.415
3838        17   65996848   66052970     58       5  31844      0.85579    2.2204e-16      0.85579
51321       17   66167127   66263305    283      16  31711     -0.80888    2.2204e-16     -0.80888
22901       17   66220323   66435516    445      51  31638      0.18708    2.7756e-16      0.18708
9120        17   66253167   66322405    105      17  31504       1.0806    2.2204e-16       1.0806
55062       17   66407422   66488653    155      22  31735     -0.99082    2.2204e-16     -0.99082
5573        17   66472921   66557457    138      15  31803     -0.43017    2.7756e-16     -0.43017
54757       17   66521257   66632095    180      27  31640      -2.2446    4.4409e-16      -2.2446
10351       17   66853428   66986550    137       7  31773      0.10389    2.6368e-16      0.10389
10350       17   66960773   67093442    125      12  31801      -1.5464    2.2204e-16      -1.5464
23460       17   67064847   67173015    134       7  31844      -1.2543    2.2204e-16      -1.2543
10349       17   67134148   67275956    208      12  31815     -0.56877    2.2204e-16     -0.56877
23461       17   67230576   67358323    141      14  31692      0.76071    2.2204e-16      0.76071
5608        17   67375838   67548470    272      30  31748     -0.32035    2.7756e-16     -0.32035
3773        17   68036348   68141749     76      10  31582      -1.3659    2.2204e-16      -1.3659
3759        17   68129757   68186189     78       4  31844     -0.24415    2.7756e-16     -0.24415
6662        17   70082161   70132561    103      11  31784       -1.568    2.2204e-16       -1.568
201266      17   70632085   71123853    915     129  31030     -0.42424    2.7756e-16     -0.42424
6752        17   71126160   71178094    116      15  31393    -0.091881    2.6368e-16    -0.091881
9382        17   71154070   71214646    126      11  31149      -0.7085    2.2204e-16      -0.7085
55028       17   71193372   71255098    179       6  31288     -0.77471    2.2204e-16     -0.77471
84923       17   71193492   71263533    189       7  30999     -0.64593    2.2204e-16     -0.64593
642843      17   71234588   71293019    126      14  31054      -1.2261    2.2204e-16      -1.2261
23580       17   71269763   71343314    123      20  31704      0.27122    2.7756e-16      0.27122
54549       17   71320523   71675227    760      78  31601     -0.06325    2.6368e-16     -0.06325
100134391   17   71698993   71762696    256      26  31595      0.88673    2.2204e-16      0.88673
6169        17   72164795   72216019     68      16  31390      -1.6406    2.2204e-16      -1.6406
94015       17   72174696   72268159    146      19  30966      -1.5973    2.2204e-16      -1.5973
64446       17   72235386   72321023    175      17  30986      -1.1883    2.2204e-16      -1.1883
124602      17   72287351   72361959    109      18  31371      0.21463    2.7756e-16      0.21463
350383      17   72328532   72379104     60      13  31602        1.321    2.2204e-16        1.321
388419      17   72342555   72392958     59      12  31594       1.4047    2.2204e-16       1.4047
55890       17   72392480   72457797    122      13  31792      -1.1865    2.2204e-16      -1.1865
11314       17   72427509   72490937    160      24  31717     -0.97853    2.2204e-16     -0.97853
124599      17   72506894   72562613     73       6  31212     -0.72887    2.2204e-16     -0.72887
10871       17   72527204   72577310    114      12  31176      -1.3917    2.2204e-16      -1.3917
146723      17   72546057   72600348    119      13  30546      -1.6558    2.2204e-16      -1.6558
100130520   17   72546674   72598673    114      12  30489       -1.599    2.2204e-16       -1.599
101928343   17   72560979   72613730    134      15  30715      -1.5844    2.2204e-16      -1.5844
100131439   17   72566111   72623370    135      18  30717     -0.61769    2.2204e-16     -0.61769
342510      17   72596022   72654897    169      23  31738     -0.30502    2.7756e-16     -0.30502
326624      17   72632256   72753474    150      23  31589      0.37822    2.7756e-16      0.37822
146722      17   72680447   72744169     48       8  31178       1.2038    2.2204e-16       1.2038
9368        17   72709751   72775499     56       6  31828       1.4153    2.2204e-16       1.4153
54868       17   72737622   72845922    140      11  31806       1.0923    2.2204e-16       1.0923
26151       17   72756686   72807534     83       7  31831        1.105    2.2204e-16        1.105
2905        17   72828162   72891966    120       9  31547      0.36023    2.7756e-16      0.36023
2232        17   72848619   72904156     99      10  31484     0.006837    2.6975e-16     0.006837
283985      17   72863451   72924737     74      10  31743     -0.16822    2.7756e-16     -0.16822
92736       17   72885370   72940006     24       6  31615     -0.26907    2.7756e-16     -0.26907
347741      17   72896897   72956087     17       6  31605      -1.3397    2.2204e-16      -1.3397
124590      17   72902176   72954351     15       6  31589      -1.2859    2.2204e-16      -1.2859
283987      17   72936837   73003900     30       4  31770      -2.2313    4.4409e-16      -2.2313
30850       17   72948727   73011895     29       4  31767        -2.06    4.4409e-16        -2.06
3396        17   72973760   73027356     27       4  31800      -1.0735    2.2204e-16      -1.0735
23510       17   73008279   73071981     50       4  31731     0.034449    2.7062e-16     0.034449
10476       17   73024955   73078074     37       2  31723       0.2599    2.7756e-16       0.2599
9121        17   73048822   73112257     89       9  31666     -0.65377    2.2204e-16     -0.65377
79637       17   73071047   73136360     72       8  31671      -1.6994    2.2204e-16      -1.6994
30833       17   73116320   73162890     23       2  31823      -2.2582    4.4409e-16      -2.2582
51155       17   73121343   73185775     39       3  31744      -2.5054    4.4409e-16      -2.5054
6613        17   73153825   73214098     42       6  31757      -2.2421    4.4409e-16      -2.2421
79902       17   73166597   73241854     60       7  31754      -1.8449    2.2204e-16      -1.8449
23163       17   73222694   73293444     91       5  31822      -1.4168    2.2204e-16      -1.4168
51081       17   73222749   73272457     66       3  31814      -1.1182    2.2204e-16      -1.1182
57409       17   73252309   73302373     71       5  31844       -1.534    2.2204e-16       -1.534
60386       17   73259061   73320530     62       4  31840      -1.8542    2.2204e-16      -1.8542
2885        17   73304157   73436790     49       5  31052     -0.78203    2.2204e-16     -0.78203
9772        17   73417664   73506533    110       3  31131     -0.47248    2.7756e-16     -0.47248
283989      17   73477609   73530821     63       5  30329       0.2026    2.7756e-16       0.2026
57513       17   73486341   73546664     87       8  30744      0.59072    2.2204e-16      0.59072
3993        17   73486783   73581290    178      17  31306      0.19798    2.7756e-16      0.19798
643008      17   73594514   73647486     66       9  31759     -0.75081    2.2204e-16     -0.75081
100130933   17   73607274   73654057     40       6  31732      -1.3094    2.2204e-16      -1.3094
9400        17   73612925   73698270     50       7  31131      -1.1742    2.2204e-16      -1.1742
29115       17   73628399   73714139     26       5  29344    -0.044907    2.7062e-16    -0.044907
3691        17   73682516   73763899     32       8  30621     -0.40204    2.7756e-16     -0.40204
2584        17   73744018   73796280     45       5  31731      0.41808    2.7756e-16      0.41808
85451       17   73745920   73831886    102       9  31774    -0.095427    2.6368e-16    -0.095427
3021        17   73762515   73810860     61       5  31830      0.27543    2.7756e-16      0.27543
201294      17   73813306   73875798    122       9  31712     -0.34488    2.7756e-16     -0.34488
23558       17   73831780   73886501    114       8  31720     -0.14395    2.7756e-16     -0.14395
91107       17   73860242   73909683     81       6  31669     0.088479    2.6368e-16     0.088479
201292      17   73875041   73928084     76       8  31474     0.065085    2.6368e-16     0.065085
64978       17   73884724   73936181     69       8  31408     0.065534    2.6368e-16     0.065534
85302       17   73895925   73972119    123      10  31599      0.60205    2.2204e-16      0.60205
51          17   73927588   74010515    133      12  31769      0.28521    2.7756e-16      0.28521
100134934   17   73940298   74006667    111       9  31826      0.39286    2.7756e-16      0.39286
1018        17   73961235   74012080     84       8  31820     -0.20718    2.7756e-16     -0.20718
2125        17   73992926   74058533     59       7  31806     0.078883    2.6368e-16     0.078883
6730        17   74024856   74103607     81       2  31816      0.78486    2.2204e-16      0.78486
8811        17   74035892   74083573     52       2  31801      0.86242    2.2204e-16      0.86242
353174      17   74040263   74088885     57       2  31805      0.83013    2.2204e-16      0.83013
23265       17   74067086   74134868     51       3  31690       1.1298    2.2204e-16       1.1298
2302        17   74122414   74172380     49       6  31166       2.6899    4.4409e-16       2.6899
114804      17   74128534   74271448    180      18  31192       1.4169    2.2204e-16       1.4169
283991      17   74226286   74277379     79       6  31805      -0.4839    2.7756e-16      -0.4839
84074       17   74260130   74339771    166      14  31828      -1.4173    2.2204e-16      -1.4173
5635        17   74296868   74414970    231      22  31658     -0.40328    2.7756e-16     -0.40328
8877        17   74337742   74393941     98       9  31440    -0.088517    2.6368e-16    -0.088517
63893       17   74375613   74484288    177      15  31630      0.87272    2.2204e-16      0.87272
15          17   74414433   74476199     90      10  31684       1.0545    2.2204e-16       1.0545
79651       17   74456975   74532509    137      17  31617     -0.58156    2.2204e-16     -0.58156
768206      17   74488668   74551458     76      10  31570     -0.86805    2.2204e-16     -0.86805
114757      17   74513430   74568987     70      10  31581     -0.48179    2.7756e-16     -0.48179
10610       17   74551461   74617145    112      18  30992      -1.1069    2.2204e-16      -1.1069
55808       17   74610838   74674894    147      13  31143      -0.6426    2.2204e-16      -0.6426
439921      17   74659748   74742056    108      12  31412       1.6643    2.2204e-16       1.6643
124512      17   74687912   74739962     60       8  31074       1.9535    2.2204e-16       1.9535
79157       17   74697647   74785336     44       8  29222       2.0651    4.4409e-16       2.0651
23210       17   74698914   74757881     34       7  29926       1.9797    2.2204e-16       1.9797
6427        17   74720197   74768493      5       2  15230        1.034    2.2204e-16        1.034
146664      17   74829798   74956472    313      38  31754      0.42632    2.7756e-16      0.42632
6397        17   75049725   75223183    238      38  28920     -0.64813    2.2204e-16     -0.64813
10801       17   75242492   75506678    629      62  31486     -0.40276    2.7756e-16     -0.40276
100996273   17   75405786   75453731     98       7  31623      -1.6134    2.2204e-16      -1.6134
57690       17   75965194   76114916    143      10  31326     -0.38771    2.7756e-16     -0.38771
147138      17   76090505   76149049     98      21  31710     -0.96211    2.2204e-16     -0.96211
11322       17   76098999   76163488    120      26  31710      -1.5756    2.2204e-16      -1.5756
100141515   17   76107434   76172364    142      27  31750      -1.3075    2.2204e-16      -1.3075
9144        17   76129632   76179009    140      24  31787      -1.0167    2.2204e-16      -1.0167
125061      17   76148398   76213782    214      29  31792     -0.61573    2.2204e-16     -0.61573
7083        17   76160160   76218285    200      28  31804     -0.23975    2.7756e-16     -0.23975
332         17   76175277   76231716    174      24  31720     -0.11254    2.6368e-16     -0.11254
283999      17   76192391   76247068    116      17  31607     0.018303    2.7062e-16     0.018303
9489        17   76339705   76430740    170      16  31356      0.82182    2.2204e-16      0.82182
9021        17   76342858   76391160     81      11  31351      0.75378    2.2204e-16      0.75378
8632        17   76409778   76608476    552      73  31355      0.52932    2.2204e-16      0.52932
9267        17   76660130   76813376    278      13  31712       1.4237    2.2204e-16       1.4237
57602       17   76773463   76871980    163      20  31801       1.1732    2.2204e-16       1.1732
7077        17   76839059   76956472    308      26  31655     -0.57567    2.2204e-16     -0.57567
100653515   17   76876577   76934299    199      21  31643     -0.32214    2.7756e-16     -0.32214
3959        17   76957335   77011061    125      20  31562       1.0176    2.2204e-16       1.0176
124583      17   76977798   77040899    138      18  31720      0.91914    2.2204e-16      0.91914
114897      17   76984016   77055870    144      18  31729       0.6964    2.2204e-16       0.6964
64772       17   77032565   77094685    104      13  31635     -0.78832    2.2204e-16     -0.78832
146713      17   77075427   77547230   1077     140  31633     -0.19521    2.7756e-16     -0.19521
339221      17   77669882   77726021    103      10  26797      0.49535    2.7756e-16      0.49535
84733       17   77716977   77771449     25       5  25637      0.64819    2.2204e-16      0.64819
57332       17   77758176   77805915     20       3  31661       1.6043    2.2204e-16       1.6043
8535        17   77796955   77848222    128      18  31678       1.1601    2.2204e-16       1.1601
125058      17   77896142   78044657    265      34  31604     -0.59043    2.2204e-16     -0.59043
55036       17   77975431   78084412    290      16  31635     -0.59562    2.2204e-16     -0.59562
2548        17   78040339   78103680    224      16  31788     -0.75146    2.2204e-16     -0.75146
9775        17   78099013   78155982    160      16  31233      -1.8572    2.2204e-16      -1.8572
79092       17   78108791   78193130    212      24  31395      -1.7332    2.2204e-16      -1.7332
284129      17   78159200   78237308    110      11  31359      -1.0435    2.2204e-16      -1.0435
6448        17   78170515   78229199     83       7  31202      -2.3807    4.4409e-16      -2.3807
57674       17   78199643   78382586    193      29  30756      0.18759    2.7756e-16      0.18759
284131      17   78353965   78421886     60      11  30936        0.526    2.2204e-16        0.526
4884        17   78430633   78485404     32       6  30405      0.54844    2.2204e-16      0.54844
57521       17   78483625   78950173    983      49  31698       1.0553    2.2204e-16       1.0553
79643       17   78930641   78983933     87       9  32294       2.8995    4.4409e-16       2.8995
10458       17   78973944   79101232    208      31  31783        2.789    4.4409e-16        2.789
9625        17   79074285   79174877    215      28  31676       1.4331    2.2204e-16       1.4331
22994       17   79153393   79231793    139      13  31808      -1.2735    2.2204e-16      -1.2735
284184      17   79178039   79225098     64       7  31773      -2.6934    4.4409e-16      -2.6934
146705      17   79192072   79247891     80       8  31436      -3.2657    4.4409e-16      -3.2657
124565      17   79208799   79304233    126      14  31532      -3.3033    4.4409e-16      -3.3033
284186      17   79275070   79339474     74      13  31489      -1.7281    2.2204e-16      -1.7281
57597       17   79338540   79443358     73      12  31423     -0.74747    2.2204e-16     -0.74747
100130370   17   79339699   79394160     18       3  31042    -0.041843    2.7062e-16    -0.041843
25794       17   79446022   79514156    153      13  31661      -0.8313    2.2204e-16      -0.8313
71          17   79466997   79514892    102      10  31648      -0.6581    2.2204e-16      -0.6581
80233       17   79496911   79554429     94       6  31751     -0.42683    2.7756e-16     -0.42683
55666       17   79513913   79639138    285       7  31820      -1.0192    2.2204e-16      -1.0192
83882       17   79574349   79625779    113       2  31833     -0.82147    2.2204e-16     -0.82147
339230      17   79598761   79650937    146       2  31837     -0.25643    2.7756e-16     -0.25643
5148        17   79607489   79658607    147       2  31837    -0.070187    2.6368e-16    -0.070187
9146        17   79615962   79679151    172       2  31838     0.087998    2.6368e-16     0.087998
339229      17   79622066   79668618    132       2  31840      0.11011    2.6368e-16      0.11011
6182        17   79635400   79684556    113       2  31844      0.26578    2.7756e-16      0.26578
339231      17   79638224   79685954    106       2  31844      0.29507    2.7756e-16      0.29507
1468        17   79644266   79698046    108       3  31834      0.19768    2.7756e-16      0.19768
2642        17   79727010   79781889      8       1  31386      -1.0141    2.2204e-16      -1.0141
348262      17   79770293   79826167     70       2  31649      -3.1579    4.4409e-16      -3.1579
116729      17   79781368   79827926     63       2  31686      -3.2667    4.4409e-16      -3.2667
5034        17   79791034   79853566     63       2  31697      -2.7315    4.4409e-16      -2.7315
51529       17   79814599   79868363     41       2  31757      -2.3688    4.4409e-16      -2.3688
396         17   79815595   79864282     40       2  31754      -2.3627    4.4409e-16      -2.3627
256933      17   79825072   79870781     18       1  31671      -1.4737    2.2204e-16      -1.4737
10189       17   79835711   79884464      6       1  31605      -2.2185    4.4409e-16      -2.2185
5833        17   79850777   79904340     13       1  31844       0.1384    2.7756e-16       0.1384
51547       17   79859815   79911058     30       3  31820     -0.24549    2.7756e-16     -0.24549
4097        17   79866145   79920587     52       5  31830     -0.30759    2.7756e-16     -0.30759
5831        17   79880260   79930203     71       6  31831     -0.35548    2.7756e-16     -0.35548
255275      17   79887521   79940109     85       7  31830     -0.44339    2.7756e-16     -0.44339
147111      17   79900383   79954057     95       9  31769     -0.70265    2.2204e-16     -0.70265
79058       17   79900426   79985282    139      12  31737     -0.21594    2.7756e-16     -0.21594
201255      17   79946280   79999027     89      11  31628      0.42476    2.7756e-16      0.42476
5881        17   79954532   80002080     85      10  31685      0.54562    2.2204e-16      0.54562
201254      17   79966579   80015786    103      12  31722      0.55712    2.2204e-16      0.55712
2873        17   79974746   80025346    110      13  31740      0.44566    2.7756e-16      0.44566
51181       17   79983757   80030573     97      12  31726      0.38397    2.7756e-16      0.38397
5986        17   79995778   80044650     92      14  31764       0.6979    2.2204e-16       0.6979
64118       17   80005748   80058697     86      15  31753      0.42708    2.7756e-16      0.42708
2194        17   80026214   80091106    134       6  31780     -0.44746    2.7756e-16     -0.44746
284001      17   80049333   80205705    153       5  31554     -0.87727    2.2204e-16     -0.87727
9123        17   80151282   80207375     24       2  30310      0.12497    2.6368e-16      0.12497
1453        17   80187523   80266594     37       2   5745     -0.74724    2.2204e-16     -0.74724
924         17   80262746   80310480     30       1  31844       1.1004    2.2204e-16       1.1004
6398        17   80268900   80326921     45       1  31844       1.0616    2.2204e-16       1.0616
400629      17   80282123   80331652     45       1  31844       1.0616    2.2204e-16       1.0616
2837        17   80295647   80343528     68       2  31844       1.0871    2.2204e-16       1.0871
79701       17   80337086   80411513     69       4  31830      0.89026    2.2204e-16      0.89026
284004      17   80341240   80410516     60       4  31828      0.88035    2.2204e-16      0.88035
26502       17   80380611   80456143     46       3  31790      -1.5925    2.2204e-16      -1.5925
79415       17   80390462   80443707     41       2  31817      -1.7366    2.2204e-16      -1.7366
3607        17   80442594   80572483    188      15  31572     -0.16247    2.7756e-16     -0.16247
56270       17   80562438   80641411    139      18  31466      0.23336    2.7756e-16      0.23336
10966       17   80604943   80691598    184      26  31248    -0.023383    2.7062e-16    -0.023383
79672       17   80639582   80695893    124      14  31275     0.020358    2.7062e-16     0.020358
64122       17   80658452   80719073    147      14  31360     -0.21342    2.7756e-16     -0.21342
101929552   17   80661785   80709324    133      13  31309     -0.19973    2.7756e-16     -0.19973
6904        17   80674938   80911062    462      20  31635      0.15228    2.7756e-16      0.15228
79755       17   80777310   80832931    103       9  31801      0.73728    2.2204e-16      0.73728
146712      17   80890009   81044686    419      39  31606       0.4634    2.7756e-16       0.4634
284207      17   81002567   81062867    169      19  31593       1.0049    2.2204e-16       1.0049
9097        18     123483     223739     55       5  31762       -1.444    2.2204e-16       -1.444
9984        18     204520     303059    138       9  31808     -0.30476    2.7756e-16     -0.30476
81035       18     309355     535729    532      55  31603      -0.4046    2.7756e-16      -0.4046
1068        18     545369     591524    116      15  31689     -0.32457    2.7756e-16     -0.32457
27098       18     561998     660298    209      34  31634     -0.43934    2.7756e-16     -0.43934
7298        18     622590     683499    144      16  31764    -0.086813    2.6368e-16    -0.086813
494514      18     639620     693340    154      14  31774     -0.25173    2.7756e-16     -0.25173
55556       18     660324     747662    249      15  31726     -0.12525    2.7756e-16     -0.12525
7525        18     711592     847327    337      15  31779      0.41829    2.7756e-16      0.41829
116         18     869366     922173    161      11  31587    -0.059569    2.7062e-16    -0.059569
64863       18    2527524    2606489    188      16  31446      -2.1795    4.4409e-16      -2.1795
10403       18    2536510    2626634    161      14  31643      -2.3923    4.4409e-16      -2.3923
23347       18    2620886    2815015    292      22  31360      -2.1577    4.4409e-16      -2.1577
84034       18    2811786    2924090     76      22  31613      -0.2329    2.7756e-16      -0.2329
9663        18    2906992    3048313    227      26  31025      -1.3582    2.2204e-16      -1.3582
8736        18    3056805    3255106    288      37  31238      -1.7526    2.2204e-16      -1.7526
10627       18    3212472    3266234     51      11  31821      -1.5215    2.2204e-16      -1.5215
103910      18    3227111    3288282     47      10  31716     -0.86061    2.2204e-16     -0.86061
7050        18    3376925    3468409     56      11  31529      -2.2214    4.4409e-16      -2.2214
9229        18    3486030    4490310   1744     194  31595     -0.30356    2.7756e-16     -0.30356
642597      18    5133672    5232507    210      21  31793     -0.37709    2.7756e-16     -0.37709
7541        18    5279018    5332052     48       4  31781       0.3743    2.7756e-16       0.3743
23136       18    5382380    5665662    491      53  31469     -0.66013    2.2204e-16     -0.66013
645369      18    5879411    5930373     81      12  31527     -0.24787    2.7756e-16     -0.24787
91133       18    5944705    6449910    796      62  30827        1.098    2.2204e-16        1.098
79822       18    6694717    6925715    287      27  31803      -1.8433    2.2204e-16      -1.8433
284217      18    6931743    7152813    352      46  31667      0.39549    2.7756e-16      0.39549
339291      18    7196137    7242042     67      12  30675      0.49948    2.7756e-16      0.49948
5797        18    7532314    8416859   1551     128  31566      0.42413    2.7756e-16      0.42413
201475      18    8574443    8649380    109      11  31708     -0.29849    2.7756e-16     -0.29849
23255       18    8670659    8842776    407      50  31652     -0.78083    2.2204e-16     -0.78083
4729        18    9067628    9144343     75      12  31398       2.1758    4.4409e-16       2.1758
23253       18    9101751    9295983    191       8  31620       1.6087    2.2204e-16       1.6087
57045       18    9299765    9412424    120       5  31652        1.081    2.2204e-16        1.081
10928       18    9440530    9548106    145      13  29685      0.43928    2.7756e-16      0.43928
9989        18    9536789    9649605    184      18  31646      -1.6237    2.2204e-16      -1.6237
