# ALPHA = 0.05
# NUMBER_OF_TESTS = 4

# _SET1_  VARIABLE = Prenatal_Negative (set)
# _SET1_  NGENES = 1245
# _SET1_  P-VALUE = 0.0115612
_SET1_   GENE        CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   317762       14   99967603  100105727    236      12  31492      -2.0211      0.95531    4.4409e-16      -2.0211
_SET1_   84439        14  100076480  100153011    109      13  30911      0.96701      0.11812    2.2204e-16      0.96701
_SET1_   55778        14  102748714  102819511     87       8  31811     -0.83717      0.69743    2.2204e-16     -0.83717
_SET1_   9895         14  102794300  102978818    362      12  31473      -1.3968      0.83862    2.2204e-16      -1.3968
_SET1_   122416       14  102963179  103011128     86      11  30835      -1.0581      0.80093    2.2204e-16      -1.0581
_SET1_   91828        14  103526044  103586896     90      11  31291      0.76582      0.15379    2.2204e-16      0.76582
_SET1_   3831         14  104060525  104177888    325      10  32157       2.0624    0.0058308    4.4409e-16       2.0624
_SET1_   123606       15   23033279   23121843     63      10  31700      -2.2029      0.97118    4.4409e-16      -2.2029
_SET1_   6638         15   25033794   25233730    402      41  31144      0.64857      0.15817    2.2204e-16      0.64857
_SET1_   2562         15   26778693   27053935    425      45  31285     -0.48852      0.54568    2.7756e-16     -0.48852
_SET1_   2558         15   27076866   27204357    137      20  31697     -0.14784      0.43761    2.7756e-16     -0.14784
_SET1_   51621        15   31584083   31680102    108      17  31687      -0.1041      0.42228    2.6368e-16      -0.1041
_SET1_   161725       15   31763884   32197875    581      15  31788    -0.097215      0.32153    2.6368e-16    -0.097215
_SET1_   1139         15   32287686   32472384    160      20  31370       1.6531     0.026059    2.2204e-16       1.6531
_SET1_   84529        15   36836812   37112449    402      35  30833     -0.51468       0.5746    2.2204e-16     -0.51468
_SET1_   161742       15   38509925   38659450    191      10  31689       1.3235     0.048754    2.2204e-16       1.3235
_SET1_   283742       15   38711328   38787063    125      12  31326     -0.14536      0.45106    2.7756e-16     -0.14536
_SET1_   10125        15   38770302   38892661    114      17  31737     -0.63089      0.62663    2.2204e-16     -0.63089
_SET1_   6727         15   40317891   40366389     91      10  31423     -0.48927      0.58386    2.7756e-16     -0.48927
_SET1_   56924        15   40474629   40579688    140      25  31447     -0.13443      0.44139    2.7756e-16     -0.13443
_SET1_   3712         15   40662686   40738146    116      10  31730       2.1603    0.0066109    4.4409e-16       2.1603
_SET1_   57617        15   41151628   41206173     63       8  31785     -0.13917      0.42934    2.7756e-16     -0.13917
_SET1_   79094        15   41210636   41258717     28       5  31835      -1.2826      0.82935    2.2204e-16      -1.2826
_SET1_   11261        15   41488341   41584085    225       6  31825      -1.0519      0.75532    2.2204e-16      -1.0519
_SET1_   3706         15   41751056   41805757     49       8  29712      -1.6957      0.94493    2.2204e-16      -1.6957
_SET1_   26015        15   41799374   41871464    114      10  30338     -0.09599      0.47715    2.6368e-16     -0.09599
_SET1_   55142        15   42806011   42872192     16       3  30693      0.12229      0.36971    2.6368e-16      0.12229
_SET1_   4130         15   43768165   43833818     56       4  31568      0.40141      0.25286    2.7756e-16      0.40141
_SET1_   2628         15   45643322   45705980     92       3  31797       1.5607     0.031857    2.2204e-16       1.5607
_SET1_   10681        15   52403123   52518565    181      10  31027       0.5563       0.2054    2.2204e-16       0.5563
_SET1_   4644         15   52589480   52856247    705      18  31091     -0.26016        0.378    2.7756e-16     -0.26016
_SET1_   10776        15   52829384   52896436    132      17  31552     -0.55343      0.59824    2.2204e-16     -0.55343
_SET1_   23604        15   64189235   64398614    217      18  31547     -0.99477      0.74441    2.2204e-16     -0.99477
_SET1_   80119        15   65097831   65152867     63       5  31303     -0.41007      0.56187    2.7756e-16     -0.41007
_SET1_   55055        15   66762431   66851823    113      16  31264     -0.52631      0.60238    2.2204e-16     -0.52631
_SET1_   9493         15   69671585   69750766     74       6  30944      0.11973      0.36882    2.6368e-16      0.11973
_SET1_   388135       15   74017772   74080495     82       7  30713       1.5634     0.040341    2.2204e-16       1.5634
_SET1_   4016         15   74183789   74254478    148      21  31546     -0.73201      0.66798    2.2204e-16     -0.73201
_SET1_   84993        15   74728318   74788545     72       7  31844       2.0019     0.010442    4.4409e-16       2.0019
_SET1_   594855       15   75083951   75134136     84      10  31797      -1.3981      0.86087    2.2204e-16      -1.3981
_SET1_   5780         15   75749462   75906625     88       8  30184       3.6222   8.6256e-05    4.4409e-16       3.6222
_SET1_   5955         15   77188962   77252601     42       5  30681      -1.3111      0.87054    2.2204e-16      -1.3111
_SET1_   10518        15   78386948   78458877    120      11  31561     -0.30111      0.49893    2.7756e-16     -0.30111
_SET1_   23205        15   78453187   78562049    206      31  31634     0.026593      0.36384    2.7062e-16     0.026593
_SET1_   5923         15   79242289   79418215    214      35  31654      -1.6725      0.91246    2.2204e-16      -1.6725
_SET1_   53339        15   83675175   83771106    100       8  30606      0.30047      0.31209    2.7756e-16      0.30047
_SET1_   57538        15   85324911   85426713    177      24  32987        2.515    0.0013687    4.4409e-16        2.515
_SET1_   64963        15   88975684   89031861     41       2  31768     -0.96259      0.76468    2.2204e-16     -0.96259
_SET1_   4240         15   89431914   89491685    135      16  31783      0.13962      0.32257    2.7756e-16      0.13962
_SET1_   6017         15   89743098   89799922    125      11  31574       1.2545     0.059524    2.2204e-16       1.2545
_SET1_   90381        15   90083818   90181254    190       8  31730       1.3009     0.051937    2.2204e-16       1.3009
_SET1_   374655       15   90509197   90635432     95      13  31671      -1.8864      0.94339    2.2204e-16      -1.8864
_SET1_   51335        15   90773895   90825443    105       5  31640     -0.52572      0.59597    2.2204e-16     -0.52572
_SET1_   9055         15   91499268   91572881     35       3  31635      0.41064      0.24244    2.7756e-16      0.41064
_SET1_   84326        16     674429     721371     64       5  31024      -1.7369      0.93658    2.2204e-16      -1.7369
_SET1_   7329         16    1322420    1387019     30       4  31555      -1.6539      0.91676    2.2204e-16      -1.6539
_SET1_   65993        16    1811891    1858152    230      21  31354     -0.88513      0.71859    2.2204e-16     -0.88513
_SET1_   4716         16    1974517    2021976     49       8  30052       2.5211     0.004051    4.4409e-16       2.5211
_SET1_   2671         16    1999150    2047750     90       9  31201       2.9992   0.00057071    4.4409e-16       2.9992
_SET1_   6187         16    2002059    2049827     95      10  31234       2.9527   0.00065932    4.4409e-16       2.9527
_SET1_   64223        16    2220178    2269418     42       4  31419      0.79281      0.15073    2.2204e-16      0.79281
_SET1_   57465        16    2490146    2565734      1       1  31844      -1.0036        0.716    2.2204e-16      -1.0036
_SET1_   83886        16    2752423    2805552     20       3  31788      0.16329      0.32111    2.7756e-16      0.16329
_SET1_   124222       16    2984342    3033485    105       9  31810      0.47253      0.21539    2.7756e-16      0.47253
_SET1_   9088         16    3008101    3065540     46       6  31020     -0.23865      0.51057    2.7756e-16     -0.23865
_SET1_   7760         16    3150057    3202805     79       6  31054     -0.17131      0.47984    2.7756e-16     -0.17131
_SET1_   7627         16    3320406    3382935     42       3  31734       1.1646      0.07859    2.2204e-16       1.1646
_SET1_   29965        16    4550676    4623816     48       2  50022       2.3336    0.0010853    4.4409e-16       2.3336
_SET1_   84309        16    4708526    4755860     55       2  31840       2.0816    0.0094774    4.4409e-16       2.0816
_SET1_   79641        16    4836963    4887951     57       5  30859      0.17474      0.35475    2.7756e-16      0.17474
_SET1_   84656        16    4843204    4932383    138      10  30704     0.084554      0.38462    2.6368e-16     0.084554
_SET1_   29855        16    4861666    4942363    140      10  30720      0.62643      0.20122    2.2204e-16      0.62643
_SET1_   29035        16    9150537    9223555     49       5  31844       1.1017     0.080171    2.2204e-16       1.1017
_SET1_   2903         16    9837265   10311611    838      35  31352       1.9173     0.005111    2.2204e-16       1.9173
_SET1_   8651         16   11338274   11385039    118       9  31799     -0.35699      0.51462    2.7756e-16     -0.35699
_SET1_   10229        16   19043917   19101417     54       5  31785     -0.86211      0.70942    2.2204e-16     -0.86211
_SET1_   51760        16   19144541   19289656    125      21  31576       2.2703    0.0051729    4.4409e-16       2.2703
_SET1_   123879       16   20856219   20946561     84       8  31048     -0.31087      0.53407    2.7756e-16     -0.31087
_SET1_   84516        16   23617687   23695068     43       4  31653       1.1314     0.079276    2.2204e-16       1.1314
_SET1_   79831        16   27179807   27243089     62       7  31818     -0.30573      0.49972    2.7756e-16     -0.30573
_SET1_   3835         16   29766383   29826706      6       3  31804     -0.16048      0.42289    2.7756e-16     -0.16048
_SET1_   253982       16   29877147   29941181     57       4  38689      0.31934     0.066807    2.7756e-16      0.31934
_SET1_   283899       16   29972485   30027112     47       2  48268       1.8993    0.0042972    2.2204e-16       1.8993
_SET1_   8479         16   29993642   30042417     46       2  45366       1.7233     0.005351    2.2204e-16       1.7233
_SET1_   83723        16   30025748   30099338     54       3  36805       1.1408     0.020298    2.2204e-16       1.1408
_SET1_   10421        16   30352087   30401682      1       1  31844      -1.6915       0.8966    2.2204e-16      -1.6915
_SET1_   79077        16   30425019   30476373      6       3  31247     -0.77107      0.68025    2.2204e-16     -0.77107
_SET1_   115509       16   30603879   30657096     25       1  31844     -0.45565      0.56842    2.7756e-16     -0.45565
_SET1_   730183       16   30699025   30744810     11       1  31844     -0.09475      0.41262    2.6368e-16     -0.09475
_SET1_   2521         16   31156431   31216192     11       2  31721      0.97031     0.098689    2.2204e-16      0.97031
_SET1_   260434       16   31217283   31263398     15       2  31812       1.1131     0.076954    2.2204e-16       1.1131
_SET1_   79798        16   31434010   31488488     35       7  30579       0.4854      0.25138    2.7756e-16       0.4854
_SET1_   79801        16   46604466   46690311      3       1  31451      0.81578      0.12662    2.2204e-16      0.81578
_SET1_   94160        16   48106884   48215681      8       3  30288    -0.085847      0.45882    2.6368e-16    -0.085847
_SET1_   6299         16   51159886   51220183     48       8  31819       1.6493     0.024597    2.2204e-16       1.6493
_SET1_   2775         16   56190251   56401356    383      42  31593      0.84093      0.10863    2.2204e-16      0.84093
_SET1_   4504         16   56588267   56635000    153      30  31343      0.77941      0.14699    2.2204e-16      0.77941
_SET1_   6376         16   57371414   57428956     69      11  31797     0.075761      0.34756    2.6368e-16     0.075761
_SET1_   5432         16   57461551   57515921     60       5  31497     0.061714      0.37269    2.7062e-16     0.061714
_SET1_   9289         16   57618442   57708944    288      41  31701       1.5025     0.032435    2.2204e-16       1.5025
_SET1_   79650        16   57998450   58065527    103      12  31695       1.1055     0.079985    2.2204e-16       1.1055
_SET1_   57567        16   58018572   58069551     65       8  31596      0.91665      0.11493    2.2204e-16      0.91665
_SET1_   4324         16   58024282   58090805     82       9  31621      0.51408      0.21043    2.2204e-16      0.51408
_SET1_   23644        16   67871926   67928417     23       2  27395    -0.047675      0.59173    2.7062e-16    -0.047675
_SET1_   84916        16   69131499   69212937     97      12  31688      0.40606      0.24423    2.7756e-16      0.40606
_SET1_   7014         16   69379464   69454891     85      15  30556       1.0933      0.10047    2.2204e-16       1.0933
_SET1_   6483         16   70403338   70507991     43       8  29592       1.4575     0.061753    2.2204e-16       1.4575
_SET1_   55697        16   70711342   70870074    150      15  31095      0.21085      0.31875    2.7756e-16      0.21085
_SET1_   55783        16   71305292   71358509    158      16  31235     -0.80558      0.70186    2.2204e-16     -0.80558
_SET1_   22879        16   77189821   77243543    114      13  31398     -0.13322      0.44214    2.7756e-16     -0.13322
_SET1_   348180       16   88737891   88791794    133      22  31515      0.80221       0.1357    2.2204e-16      0.80221
_SET1_   51693        16   88888465   88939086     99      10  30242       1.4915     0.049805    2.2204e-16       1.4915
_SET1_   124044       16   89752765   89803131    111       8  31676      0.18437      0.31432    2.7756e-16      0.18437
_SET1_   2175         16   89793959   89918066    337       4  31827      0.54601      0.17145    2.2204e-16      0.54601
_SET1_   92806        16   90026183   90074240     80       5  31816      -1.7373      0.92506    2.2204e-16      -1.7373
_SET1_   79007        16   90061279   90120937    135      10  31692      -1.1891      0.80937    2.2204e-16      -1.1891
_SET1_   5306         17    1411283    1501110    155      13  31517      0.32148       0.2645    2.7756e-16      0.32148
_SET1_   162514       17    3403796    3496289    263      29  31208      -1.2509      0.82843    2.2204e-16      -1.2509
_SET1_   100130311    17    4767948    4816227     97      12  31730      0.19679      0.30319    2.7756e-16      0.19679
_SET1_   23125        17    4861287    4925960    122      16  31679       2.2785    0.0047283    4.4409e-16       2.2785
_SET1_   23302        17    5937426    6037747    107      23  31628      -1.0762      0.78336    2.2204e-16      -1.0762
_SET1_   54478        17    6312735    6364385    138      22  31429       1.2284     0.065208    2.2204e-16       1.2284
_SET1_   83394        17    6344583    6494877    333      36  31507     0.029697      0.34932    2.7062e-16     0.029697
_SET1_   1742         17    7083209    7158369     67       9  31208       1.2205     0.072305    2.2204e-16       1.2205
_SET1_   23587        17    7120372    7173259     56       7  30982       1.0442      0.10434    2.2204e-16       1.0442
_SET1_   643664       17    7335504    7396383     84       9  31680     -0.18921       0.4525    2.7756e-16     -0.18921
_SET1_   57659        17    7352685    7422568    115      11  31651     -0.13791      0.43052    2.7756e-16     -0.13791
_SET1_   5430         17    7352698    7427935    117      11  31652     -0.13961      0.43094    2.7756e-16     -0.13961
_SET1_   26168        17    7430309    7485287     77      11  31768      0.58763      0.18273    2.2204e-16      0.58763
_SET1_   9526         17    7451965    7501530     63       9  31844       0.4133      0.23098    2.7756e-16       0.4133
_SET1_   84316        17    7750003    7823608     51       8  31434      0.32698      0.27377    2.7756e-16      0.32698
_SET1_   58485        17    7823663    7870317     63       4  30116       2.2163    0.0097061    4.4409e-16       2.2163
_SET1_   6844         17    8052465    8101293     65       7  31766     -0.35873       0.5239    2.7756e-16     -0.35873
_SET1_   5198         17    8117596    8183809     89      10  31799     -0.18695      0.44997    2.7756e-16     -0.18695
_SET1_   6416         17   11889135   12057148    205      16  31410      -1.3046       0.8377    2.2204e-16      -1.3046
_SET1_   146691       17   17736822   17910784    198      17  36859      -1.1796      0.57547    2.2204e-16      -1.1796
_SET1_   140775       17   18183594   18241370    109       8  31373      0.76197      0.15012    2.2204e-16      0.76197
_SET1_   7732         17   19279491   19330589     99       7  31869       1.5672     0.029152    2.2204e-16       1.5672
_SET1_   51701        17   26334009   26533407     46       7  30418      0.91833      0.13961    2.2204e-16      0.91833
_SET1_   23098        17   26663683   26738062     83       3  31406        1.494     0.041244    2.2204e-16        1.494
_SET1_   230          17   26890133   26939282     16       5  31734      0.61836      0.16891    2.2204e-16      0.61836
_SET1_   10615        17   26894583   26961056     26       7  31614      0.74352      0.14453    2.2204e-16      0.74352
_SET1_   2319         17   27196356   27259715     29       5  31723       1.0238     0.090621    2.2204e-16       1.0238
_SET1_   124925       17   27271923   27368458     46       9  30526      -1.4563      0.89828    2.2204e-16      -1.4563
_SET1_   4974         17   29611668   29659380     42       3  31844     -0.13322      0.43912    2.7756e-16     -0.13322
_SET1_   84440        17   29683642   29875232    348      35  31603      -0.3973      0.50879    2.7756e-16      -0.3973
_SET1_   782          17   37319709   37388956     46       8  31360       1.7648     0.020885    2.2204e-16       1.7648
_SET1_   84299        17   37875409   37921792     14       4  29290        0.167      0.40346    2.7756e-16        0.167
_SET1_   9862         17   38165350   38245889    119       8  31670       1.3653       0.0486    2.2204e-16       1.3653
_SET1_   51195        17   38299242   38361906     20       1  31722     -0.34715      0.53335    2.7756e-16     -0.34715
_SET1_   990          17   38409146   38469413     30       1  31649    -0.041537      0.42166    2.7062e-16    -0.041537
_SET1_   125111       17   38506904   38555945      2       1  30730     -0.70153      0.67598    2.2204e-16     -0.70153
_SET1_   6605         17   38771214   38840658     56       5  30231    -0.061048      0.47594    2.7062e-16    -0.061048
_SET1_   115024       17   39971334   40027523    101       3  31844     -0.19919      0.45947    2.7756e-16     -0.19919
_SET1_   201181       17   40167594   40240881     39       4  31758      -2.5459      0.98768    4.4409e-16      -2.5459
_SET1_   28958        17   40939636   40985743     32       2  31474       1.3194     0.061746    2.2204e-16       1.3194
_SET1_   672          17   41186312   41312500    191       2  31822       1.1767     0.070496    2.2204e-16       1.1767
_SET1_   379          17   41441353   41488504     67       9  31837       -0.207      0.45921    2.7756e-16       -0.207
_SET1_   1845         17   41833489   41891368     48       3  31816      -1.4461      0.87455    2.2204e-16      -1.4461
_SET1_   124801       17   42102003   42179987     39       3  31188      0.59455      0.20509    2.2204e-16      0.59455
_SET1_   284069       17   42421101   42476235     30       3  31751     -0.16188      0.45283    2.7756e-16     -0.16188
_SET1_   2535         17   42599812   42648630     31       8  31353    -0.027284      0.40136    2.7062e-16    -0.027284
_SET1_   146909       17   42992079   43060079    112      17  31012     -0.59807        0.643    2.2204e-16     -0.59807
_SET1_   388394       17   45045522   45091614    138       9  31659     0.058146      0.35992    2.7062e-16     0.058146
_SET1_   55163        17   45983889   46036674     76       5  31774       2.3669    0.0038833    4.4409e-16       2.3669
_SET1_   5245         17   47471410   47527267     70      11  31455       0.1097      0.34894    2.6368e-16       0.1097
_SET1_   8405         17   47666246   47790525     86      14  31435      -1.6627      0.91672    2.2204e-16      -1.6627
_SET1_   124540       17   55298931   55772050    508      84  31414       2.4828    0.0023617    4.4409e-16       2.4828
_SET1_   140735       17   56125780   56177618      2       1  31135     -0.19149      0.45059    2.7756e-16     -0.19149
_SET1_   5889         17   56734934   56821703     84       6  31290      0.34131      0.27989    2.7756e-16      0.34131
_SET1_   55771        17   57197860   57294070     82       9  31461     -0.10757      0.43541    2.6368e-16     -0.10757
_SET1_   55181        17   57252371   57302611     65       5  31479     -0.19283      0.47365    2.7756e-16     -0.19283
_SET1_   83990        17   59746547   59975920    173      15  31430       0.7519      0.14678    2.2204e-16       0.7519
_SET1_   339175       17   60466246   60537454     52       2  30949     -0.07226      0.46444    2.6368e-16     -0.07226
_SET1_   80774        17   61763249   61813527     65       4  31651     -0.22674      0.48292    2.7756e-16     -0.22674
_SET1_   3838         17   65996848   66052970     58       5  31844      0.85579      0.12124    2.2204e-16      0.85579
_SET1_   6662         17   70082161   70132561    103      11  31784       -1.568      0.89476    2.2204e-16       -1.568
_SET1_   6752         17   71126160   71178094    116      15  31393    -0.091881      0.42639    2.6368e-16    -0.091881
_SET1_   9368         17   72709751   72775499     56       6  31828       1.4153     0.042129    2.2204e-16       1.4153
_SET1_   79637        17   73071047   73136360     72       8  31671      -1.6994      0.91974    2.2204e-16      -1.6994
_SET1_   51155        17   73121343   73185775     39       3  31744      -2.5054      0.98688    4.4409e-16      -2.5054
_SET1_   64978        17   73884724   73936181     69       8  31408     0.065534      0.36663    2.6368e-16     0.065534
_SET1_   6427         17   74720197   74768493      5       2  15230        1.034      0.20068    2.2204e-16        1.034
_SET1_   124583       17   76977798   77040899    138      18  31720      0.91914      0.10741    2.2204e-16      0.91914
_SET1_   8535         17   77796955   77848222    128      18  31678       1.1601     0.070517    2.2204e-16       1.1601
_SET1_   4884         17   78430633   78485404     32       6  30405      0.54844      0.23939    2.2204e-16      0.54844
_SET1_   348262       17   79770293   79826167     70       2  31649      -3.1579       0.9981    4.4409e-16      -3.1579
_SET1_   396          17   79815595   79864282     40       2  31754      -2.3627      0.98125    4.4409e-16      -2.3627
_SET1_   10189        17   79835711   79884464      6       1  31605      -2.2185      0.97153    4.4409e-16      -2.2185
_SET1_   79058        17   79900426   79985282    139      12  31737     -0.21594      0.45516    2.7756e-16     -0.21594
_SET1_   2873         17   79974746   80025346    110      13  31740      0.44566      0.22151    2.7756e-16      0.44566
_SET1_   7541         18    5279018    5332052     48       4  31781       0.3743      0.24975    2.7756e-16       0.3743
_SET1_   201475       18    8574443    8649380    109      11  31708     -0.29849      0.49686    2.7756e-16     -0.29849
_SET1_   1149         18   12219318   12287594     74      15  30528     -0.37371      0.57988    2.7756e-16     -0.37371
_SET1_   171586       18   19220858   19319766     97       8  31615      0.59491      0.18877    2.2204e-16      0.59491
_SET1_   5932         18   20478295   20616451    146      10  31270      0.66979      0.17477    2.2204e-16      0.66979
_SET1_   3909         18   21234562   21545030    429      21  31661      -1.2602      0.78821    2.2204e-16      -1.2602
_SET1_   83539        18   24484554   24800302    754      39  30956      0.60127      0.12535    2.2204e-16      0.60127
_SET1_   1000         18   25520930   25792445    335      21  31380     0.079196      0.32726    2.6368e-16     0.079196
_SET1_   10982        18   32521892   32733434    226      23  31514     -0.51693      0.57641    2.2204e-16     -0.51693
_SET1_   55197        18   33559787   33682538    164      10  31067     -0.89365      0.73924    2.2204e-16     -0.89365
_SET1_   80206        18   33842677   34370019    791      61  31451     -0.74661      0.56894    2.2204e-16     -0.74661
_SET1_   25941        18   34349513   34444179     34       7  31208      0.48992      0.22601    2.7756e-16      0.48992
_SET1_   26040        18   42223849   42658475    505      46  31515       0.9483     0.083083    2.2204e-16       0.9483
_SET1_   9388         18   47052069   47129278    115      13  31485      0.75603      0.14879    2.2204e-16      0.75603
_SET1_   23327        18   55676580   56078772    630      59  31390    -0.024024      0.32693    2.7062e-16    -0.024024
_SET1_   23239        18   60347672   60657676    132       6  31595       1.5425     0.033748    2.2204e-16       1.5425
_SET1_   220164       18   67033284   67526323   1025      86  31539       -1.144      0.67945    2.2204e-16       -1.144
_SET1_   125704       18   72092963   72160070     57      12  31759      0.52577      0.20198    2.2204e-16      0.52577
_SET1_   27164        18   76705275   76769770     64       7  28909     -0.58998      0.71767    2.2204e-16     -0.58998
_SET1_   10907        18   77722867   77783546     77       9  31560       2.8615   0.00082041    4.4409e-16       2.8615
_SET1_   8612         19     271040     326435    125       8  24817     -0.16519       0.6812    2.7756e-16     -0.16519
_SET1_   54531        19     295575     379791    188      11  24977      -1.0024      0.89773    2.2204e-16      -1.0024
_SET1_   5434         19    1076578    1130391     92      15  31661      -1.0325      0.76855    2.2204e-16      -1.0325
_SET1_   55009        19    1240520    1289243      7       2  29903     -0.21134      0.52736    2.7756e-16     -0.21134
_SET1_   2593         19    1387025    1436569     47       6  31803     -0.11823      0.42476    2.6368e-16     -0.11823
_SET1_   53615        19    1566670    1627760     36       4  31711      -1.6014      0.90546    2.2204e-16      -1.6014
_SET1_   84444        19    2129148    2242577    152      13  31540       1.2816     0.056403    2.2204e-16       1.2816
_SET1_   84823        19    2418163    2491966    139      15  31651       -1.585      0.89926    2.2204e-16       -1.585
_SET1_   6449         19    2744711    2818363      3       1  31472       1.6623     0.024197    2.2204e-16       1.6623
_SET1_   2767         19    3059408    3131468     41       7  31671      0.63913      0.17519    2.2204e-16      0.63913
_SET1_   60680        19    3189701    3307074    254      21  31705      0.11964       0.3165    2.6368e-16      0.11964
_SET1_   10362        19    3537936    3589081      9       2  31419      0.25496      0.28909    2.7756e-16      0.25496
_SET1_   23396        19    3620179    3735484    102      13  31828      0.44869      0.22232    2.7756e-16      0.44869
_SET1_   85300        19    3845618    3938080    117      21  29514      0.17986       0.3981    2.7756e-16      0.17986
_SET1_   84954        19    4308524    4370083     87      11  31424       2.3883    0.0038988    4.4409e-16       2.3883
_SET1_   10036        19    4367660    4453394    109       5  31682      0.49618      0.21723    2.7756e-16      0.49618
_SET1_   29128        19    4874510    4972165     72      16  30092      -1.1373      0.84176    2.2204e-16      -1.1373
_SET1_   5802         19    5195514    5375814    233      39  31233    -0.097459      0.42927    2.6368e-16    -0.097459
_SET1_   163154       19    5772971    5819776     70       5  31801      0.82528       0.1327    2.2204e-16      0.82528
_SET1_   8498         19    5906150    6013320     61       5  31286     -0.11068      0.44613    2.6368e-16     -0.11068
_SET1_   4298         19    6200392    6314959    164      12  31152     -0.42154       0.5588    2.7756e-16     -0.42154
_SET1_   8570         19    6403115    6459822      7       1  31685      -1.1231      0.79448    2.2204e-16      -1.1231
_SET1_   79085        19    6426092    6495232     29       6  31676     -0.71559      0.66237    2.2204e-16     -0.71559
_SET1_   4670         19    8474460    8564002     84       7  31712       1.0743     0.086591    2.2204e-16       1.0743
_SET1_   84330        19    8565462    8614048    111       8  31662     -0.24354      0.47655    2.7756e-16     -0.24354
_SET1_   5300         19    9910883    9970365     65       9  31557       1.0542     0.088832    2.2204e-16       1.0542
_SET1_   93145        19    9954394   10082070    276      31  31695     -0.85568      0.69166    2.2204e-16     -0.85568
_SET1_   51073        19   10327640   10380736     77      13  31663      0.92273      0.10971    2.2204e-16      0.92273
_SET1_   125950       19   10416888   10479314    117      13  31834       1.5726      0.02824    2.2204e-16       1.5726
_SET1_   5141         19   10492449   10590307    119      10  30823       2.3687    0.0048643    4.4409e-16       2.3687
_SET1_   9545         19   11422722   11485344     28       8  31524       1.4814     0.037029    2.2204e-16       1.4814
_SET1_   64748        19   11431062   11486374     26       7  31590       1.4661      0.03759    2.2204e-16       1.4661
_SET1_   1995         19   11552143   11626806    123      10  31773        2.148    0.0067577    4.4409e-16        2.148
_SET1_   10535        19   12877863   12934462     18       3  30830    0.0049383      0.41045    2.6975e-16    0.0049383
_SET1_   2193         19   13023284   13079558     18       3  31831        1.729     0.019804    2.2204e-16        1.729
_SET1_   112939       19   13193813   13261961     23       4  31688     -0.78197      0.68018    2.2204e-16     -0.78197
_SET1_   342977       19   13953063   14001571     48       4  31839      0.52792      0.20514    2.2204e-16      0.52792
_SET1_   22859        19   14248549   14351997     23       1  31348       2.5415    0.0028525    4.4409e-16       2.5415
_SET1_   10755        19   14578571   14641961     49       7  31844     -0.62193      0.61632    2.2204e-16     -0.62193
_SET1_   58525        19   15522318   15595767     28       7  31716       1.3576     0.046898    2.2204e-16       1.3576
_SET1_   79016        19   17385337   17444107    117       7  31840      0.70376      0.15236    2.2204e-16      0.70376
_SET1_   115098       19   18008824   18064794     47       9  31612       1.2258     0.064078    2.2204e-16       1.2258
_SET1_   3780         19   18027111   18120133    119      15  31740     0.018491      0.36974    2.7062e-16     0.018491
_SET1_   5296         19   18228988   18291343     48       8  31681      -1.5514      0.89272    2.2204e-16      -1.5514
_SET1_   25804        19   18407040   18469001     54       9  31728      0.32033      0.26729    2.7756e-16      0.32033
_SET1_   25789        19   18688682   18741849     88       7  31841      -1.1885      0.81092    2.2204e-16      -1.1885
_SET1_   8625         19   19268008   19322678    165      16  31768     -0.54508      0.58465    2.2204e-16     -0.54508
_SET1_   53345        19   19364841   19419074     86       8  30804     -0.21651      0.50382    2.7756e-16     -0.21651
_SET1_   57794        19   19377320   19466321    126       7  33638     -0.88811      0.63749    2.2204e-16     -0.88811
_SET1_   171392       19   23825583   23905036     47       4  30387     -0.41928      0.60723    2.7756e-16     -0.41928
_SET1_   83636        19   30179793   30241696    198      24  31829        0.684      0.15113    2.2204e-16        0.684
_SET1_   333          19   36323806   36380699     98       6  31712     -0.76647      0.67757    2.2204e-16     -0.76647
_SET1_   79414        19   36393022   36446097    115       8  31650     -0.18285      0.44982    2.7756e-16     -0.18285
_SET1_   284403       19   36510783   36606012    126      14  31812       2.4626    0.0026364    4.4409e-16       2.4626
_SET1_   5438         19   36594611   36641206     55      12  30618       2.6869    0.0019824    4.4409e-16       2.6869
_SET1_   339324       19   36991589   37054248     97       9  25010      0.30691      0.49764    2.7756e-16      0.30691
_SET1_   4793         19   39355340   39409534     63      13  31678     0.066853      0.35705    2.6368e-16     0.066853
_SET1_   643669       19   39389620   39437798     71       9  31542      -1.2178      0.82628    2.2204e-16      -1.2178
_SET1_   54938        19   39395904   39456536     97      14  31459      -1.4587       0.8818    2.2204e-16      -1.4587
_SET1_   55588        19   39846893   39901203     74       8  31125      0.71663       0.1683    2.2204e-16      0.71663
_SET1_   92609        19   39936052   39991528    112       9  31303     -0.77569      0.69761    2.2204e-16     -0.77569
_SET1_   163126       19   40019446   40065838    105      13  31479       0.7294      0.15538    2.2204e-16       0.7294
_SET1_   23646        19   40819302   40894392    104      12  31671       -2.032      0.95815    4.4409e-16       -2.032
_SET1_   80776        19   41850322   41905078     21       2  31833     -0.43597      0.55995    2.7756e-16     -0.43597
_SET1_   55101        19   41927223   41980843     28       3  31459      0.77201      0.15299    2.2204e-16      0.77201
_SET1_   10567        19   42450833   42498530      8       4  28034        1.372     0.086825    2.2204e-16        1.372
